4.106859607449450111e-01,9.694000673220974917e-01,3.079502535840060728e-01
8.705879087529524440e-01,5.462590429651982271e-01,6.721124605779880135e-01
2.417602431811749497e-02,3.936263131901998058e-01,4.385598420517975993e-01
3.157089786049005475e-03,1.399029083645464411e-02,4.552152435209064762e-01
7.715524598754687213e-01,6.989430478307959715e-01,2.309586585888894206e-01
5.188824899921096190e-01,8.472195832451429043e-01,9.929121894976574714e-01
7.727394221492998039e-01,6.975187669839242322e-01,2.313907634650315126e-01
3.531296941058580385e-01,9.889705147384719730e-01,3.294566102940967856e-01
5.096070364196824132e-01,8.901874503290144736e-01,2.569385521941858208e-03
7.374805136870843381e-01,6.755095514103024446e-01,8.947278353805594442e-01
4.123670360297632120e-01,9.686803481486769840e-01,3.065817930208021291e-01
2.346945508931345403e-01,9.594235454760093873e-01,7.223608665038159238e-01
4.654570866591594136e-01,9.136355972270037151e-01,0.000000000000000000e+00
9.861290132025646304e-01,2.550576871057627093e-01,6.474084049795238993e-01
7.007435359116098716e-01,7.117426529007756519e-01,9.153352149494227152e-01
1.880088425811955455e-01,8.978086960395892380e-01,3.087901133136421450e-01
7.245710614918202674e-01,6.885989553730718082e-01,9.021759706217735708e-01
5.908355288118782855e-03,2.365950011457532698e-01,4.779468080801245744e-01
1.453640657628421096e-01,7.362764303917653796e-01,5.421463059471237633e-02
6.813464288494164300e-03,2.473348235471675149e-01,4.789453388054537575e-01
1.812791440729032422e-01,8.830136851921351893e-01,3.038181746057234678e-01
6.441540913344899755e-01,7.918733314488222153e-01,1.894460606596959362e-02
9.673745115768145331e-02,4.931461225047237829e-01,8.985913367764502002e-01
5.335254023834556936e-03,2.294168605645813264e-01,4.772754529858905803e-01
4.375602635581621325e-03,0.000000000000000000e+00,4.536187509555756336e-01
6.415619674331159983e-01,7.941503454188478806e-01,1.850493056703139683e-02
5.136725555794725562e-01,8.500592382349426712e-01,9.945711717689826870e-01
3.391333994142206043e-01,9.923333321668661444e-01,3.315384206343654494e-01
2.399758102826111683e-01,9.691284930033774447e-01,7.214619815268369374e-01
2.775924453898285238e-01,9.999983181551932443e-01,3.342020070060248704e-01
2.882397926245894304e-01,9.995867141487611018e-01,3.345059795453472207e-01
1.693044765455120615e-03,3.584314169805680184e-02,4.576579269176342946e-01
9.664048543659660151e-01,3.202897675186827109e-01,6.880617617079598514e-01
6.045994839737353077e-01,8.249630653484754106e-01,1.277929092722968063e-02
8.511424127822377894e-01,5.800740906835718524e-01,6.573065932982896653e-01
3.869718401087615112e-01,9.609150170160540849e-01,7.054747198878027481e-01
1.438268376273710292e-01,6.544726520087844612e-01,9.575565182273331200e-01
5.882241070606876177e-01,8.039180251119047993e-01,9.678842453727078965e-01
9.307245889487503199e-02,5.526770844579963482e-01,9.280297274334986524e-02
1.298499204149060060e-01,6.107317017557432060e-01,9.423315975472167372e-01
7.351259936137841677e-01,6.779230362651911257e-01,8.961021917170559625e-01
2.632079190326652718e-03,2.099209869284235364e-02,4.560044037741410872e-01
7.006335979823563598e-01,7.383856264078576537e-01,2.981425832346207283e-02
9.615820660186469304e-01,3.029325657000185301e-01,1.509006018894333279e-01
9.871526923118860708e-01,2.505773633415598334e-01,6.452883372912545656e-01
8.622767572218990040e-01,5.322713471764090043e-01,7.985836791736850016e-02
1.794958389975810364e-01,8.424514151657152006e-01,7.441031335778074407e-01
3.737867002881465339e-01,9.653095948280037142e-01,7.043474136599550128e-01
9.813024321027736807e-01,2.737062754797269792e-01,6.597419014110389446e-01
3.085352314238232196e-04,7.161308608182104241e-02,4.615363911479646308e-01
1.299444749765698570e-01,6.875943185228929888e-01,6.392241928042813326e-02
9.416594077581791344e-02,5.571332845740599726e-01,9.180632193544790987e-02
2.624195600391326932e-02,3.945663752213849906e-01,5.484091873574377107e-01
5.704772385373482191e-01,8.159706141259104317e-01,9.748112197257847722e-01
3.221596832327324189e-01,9.956510311969977156e-01,3.332779202529320695e-01
1.059517325792869724e-01,6.032048677783963253e-01,8.166853617258201803e-02
8.666007557290826835e-01,5.248527466132117958e-01,8.183609367955163583e-02
9.179428449735849149e-01,4.292135388117554462e-01,7.515939435715917050e-01
2.775064408728006859e-01,1.000000000000000000e+00,3.341986815453048543e-01
9.533734607570880648e-01,3.538495087328058508e-01,7.079616142999763939e-01
4.308659712537442621e-01,9.595798146336095291e-01,2.750204946169106934e-01
1.023831826786929522e-01,5.148171234263639873e-01,9.069441621550828891e-01
5.665621068285394690e-01,8.185404998954955991e-01,9.762912065891488078e-01
2.578423138635325129e-01,9.996371114639446276e-01,3.329897495508876704e-01
5.816980872352864873e-01,8.084272923953292889e-01,9.704732584333317646e-01
5.444516977342606090e-04,6.274352847939079769e-02,4.605874458189188059e-01
7.028577809334579651e-01,7.097427142522110266e-01,9.141981034057675704e-01
9.402744965187186388e-01,3.706235718136556279e-01,1.272673079298934917e-01
1.870542380779880998e-01,8.602818442393037612e-01,7.390610097307752646e-01
8.592384420363747832e-01,5.374141295596388535e-01,7.849566371719934876e-02
6.618993012097798001e-01,7.466949435380212385e-01,9.352123541706702792e-01
3.072474623549266148e-01,9.978500473376953339e-01,3.342516630765205443e-01
4.097607690758077181e-01,9.697921028888587536e-01,3.086731998271468602e-01
1.021992177780530198e-01,5.889063263201897991e-01,8.478239222253386442e-02
9.367529395175893114e-01,3.799642807485204554e-01,1.242212919884245759e-01
1.440413272043415405e-01,6.551206373605181765e-01,9.577774446541857944e-01
2.460566464658453523e-02,3.851320135356980368e-01,5.426444282282870679e-01
5.000991083135811754e-01,8.956109469240893795e-01,1.898405270285286051e-03
9.546821043005095930e-01,3.506766744717961792e-01,7.060953213252987304e-01
6.804976719094411042e-01,7.303803619128819147e-01,9.259320486818999330e-01
3.781147591034440536e-01,9.639255547618109654e-01,7.046237388000691215e-01
1.335993481529804683e-01,6.994927127966892311e-01,6.151164756303573178e-02
5.760337990845180167e-01,8.122683682801106198e-01,9.726809995085821114e-01
9.446120878490553707e-01,3.742091729495567454e-01,7.198736528678537638e-01
1.220280064754017402e-01,5.848616766945622381e-01,9.330488562843245459e-01
2.897202832498809721e-01,9.804345794610294096e-01,7.114737829169759387e-01
5.867840686138670048e-01,8.049207671776865691e-01,9.684597114180177879e-01
1.351696580241276702e-01,7.045343176147930153e-01,6.049739589811209406e-02
3.762450732504800111e-01,9.645311141943785360e-01,7.044873483502298583e-01
5.469711761187878718e-03,2.311305849819041414e-01,4.774359169759762045e-01
8.828885884247625881e-01,4.957741150298755617e-01,8.973240837226148514e-02
2.614961373249236054e-02,3.940447891458134233e-01,5.480773802759423274e-01
4.259417134324107734e-01,9.444663864590345792e-01,7.181373558446688676e-01
9.372343981110005107e-01,3.903415240925767749e-01,7.292406086523451902e-01
5.864186727200328964e-01,8.389937708552765994e-01,1.032973335589926211e-02
9.008443778178942818e-01,4.606401893688888971e-01,7.695003779605054106e-01
8.105203926800006453e-01,6.481683068040788864e-01,2.332813043755733173e-01
9.660096563626872079e-01,3.213819110403247636e-01,6.887153023842690347e-01
2.397397200846549115e-01,9.979108061408920038e-01,3.311581051375119822e-01
2.488599191187101933e-03,2.304191617457540531e-02,4.562347817123842963e-01
1.310863995476175270e-01,6.147259256384766113e-01,9.437467792056044580e-01
9.091839026322640072e-01,4.440570063367116904e-01,1.044594292396037738e-01
1.910300520835612192e-01,8.693997137879680981e-01,7.368327129677499920e-01
8.259435790983185033e-01,6.174988319324270503e-01,6.597465288159855001e-01
2.304187206418804590e-01,9.513828573657971965e-01,7.232344511940652643e-01
8.234917760379953933e-01,6.295017124603867753e-01,2.301084472090717536e-01
1.549590776881176191e-01,6.872361574639073156e-01,9.685475181814872103e-01
1.617795907569624658e-01,7.064716285838964493e-01,9.748242098704900105e-01
9.352043509422348633e-01,3.946416240804094810e-01,7.317273365236530713e-01
9.999999999999997780e-01,2.246125116288787971e-01,3.662009656461865381e-01
7.968620791324125818e-01,6.668206003355824363e-01,2.344276077317727913e-01
0.000000000000000000e+00,9.428400005148862562e-02,4.639262958743474163e-01
5.935646995096020007e-01,8.335664293883570108e-01,1.126419936027489577e-02
3.256756914239117284e-02,4.284545706438660506e-01,5.701188407581784245e-01
5.213795619336942799e-01,8.458379269561928648e-01,9.921060210740353380e-01
