5.113666617394805325e-01,7.191084599485379758e-02,5.532917153773792007e-01,2.880521090946839280e-01,5.440268488337722808e-01,4.785410228377024455e-01,3.658466707251197825e-01,4.783148053207829653e-01,1.602001635751893471e-01,4.045203664910182462e-01,-4.463035823000753577e-02,3.295138285657987498e-01,-2.493204761633036060e-01,2.540384344698116692e-01,-4.585781938824170512e-01,1.924702182396836603e-01,-6.678701414828689398e-01,1.309633491843267272e-01,-8.779071660672255195e-01,7.061264213721765715e-02,-1.000000000000000000e+00,-1.678222954389346072e-02,-8.189747863950699314e-01,-9.850549050807858031e-02,-5.948360030227900497e-01,-1.576186482353236218e-01,-3.709492803398566907e-01,-2.169862250144793947e-01,-1.518393389568216401e-01,-2.884685741586450192e-01,6.317420372131009321e-02,-3.748494133980878051e-01,2.790563334702696463e-01,-4.593304009681611899e-01,4.904909085806574143e-01,-5.051682260113287137e-01,5.483512906559618871e-01,-3.594786333580848869e-01,5.194093838129189011e-01,-1.429317587177682813e-01
5.128842909300521669e-01,1.732603167750418338e-01,5.282934021242782219e-01,4.679516773296363286e-01,5.425759050214978840e-01,7.634398400666382312e-01,4.845812434371106758e-01,9.824973515063384344e-01,2.490484157568482182e-01,8.657775670982159610e-01,6.263576757918062378e-03,6.798317665484908678e-01,-2.396977325639234879e-01,4.989510936192843027e-01,-5.037797782876916042e-01,3.480521159259173380e-01,-7.726666097010268519e-01,2.042138790843271157e-01,-1.000000000000000000e+00,3.740398321589643443e-02,-8.866180032035602121e-01,-1.283166519882184831e-01,-6.392803201941266167e-01,-2.701024346197148929e-01,-3.912897871496536228e-01,-4.088075812920010654e-01,-1.532263618720164644e-01,-5.594571700699167982e-01,7.581847593318584433e-02,-7.285323633930734788e-01,3.065637224750626944e-01,-8.966427813500422728e-01,5.135603971564430825e-01,-9.643336243060246504e-01,5.474809692378542758e-01,-7.110333542826572373e-01,5.293534753309856455e-01,-4.153875696631209036e-01,5.101372832640465038e-01,-1.202020521280331711e-01
5.193668673086569987e-01,1.729736299062744620e-01,5.327578141579223381e-01,4.675109343698183317e-01,5.451879956560052864e-01,7.628251877522544966e-01,4.848880351653393483e-01,9.816902243028088337e-01,2.479920625783311461e-01,8.674281659074373207e-01,3.810038889639802331e-03,6.840476172155842693e-01,-2.432086511192282641e-01,5.052969769470655459e-01,-5.062486098491031372e-01,3.530148426196454414e-01,-7.735180560134792271e-01,2.069167674532717549e-01,-1.000000000000000000e+00,3.816565448590750198e-02,-8.893041125317416862e-01,-1.294921922459669195e-01,-6.430163441752494435e-01,-2.730880521047889253e-01,-3.960918642510184440e-01,-4.137225356976405588e-01,-1.575808733799355654e-01,-5.645799069389999536e-01,7.286805489652889434e-02,-7.317305177451872700e-01,3.049034906966383573e-01,-8.980466084612394040e-01,5.133708351260170000e-01,-9.639261900142352957e-01,5.498470237475401312e-01,-7.109597318349502038e-01,5.338999299686686406e-01,-4.155167737226946323e-01,5.169012247520703429e-01,-1.205348741985201866e-01
5.193432947923071197e-01,9.439045149449079575e-02,5.356884293375722139e-01,3.617454005925376248e-01,5.512422211508363201e-01,6.296781201375677428e-01,5.032557752092499115e-01,8.437505080390519385e-01,2.882752463519245856e-01,7.761552925197576780e-01,5.970398447700766414e-02,6.324075991601623148e-01,-1.676999273438668503e-01,4.877812451814022565e-01,-4.024844831258131972e-01,3.598844205823510389e-01,-6.439151685932661406e-01,2.414420888213877625e-01,-8.852832432377181204e-01,1.211338961266116565e-01,-1.000000000000000000e+00,-2.737763235076492649e-02,-7.833006318411951385e-01,-1.757533582612367806e-01,-5.243753918042834972e-01,-3.007762316869285746e-01,-2.674021656477131859e-01,-4.291062851012625301e-01,-2.335134577778302453e-02,-5.797071456871496498e-01,2.184467370009846587e-01,-7.345693555785350881e-01,4.625542099536606444e-01,-8.531898728491833506e-01,5.503662325098591657e-01,-7.047287373941257815e-01,5.387136610765993483e-01,-4.373826856186302514e-01,5.235915107719911754e-01,-1.709043152060116533e-01
5.348993435783248040e-01,2.216583230423390671e-01,5.571487458034888318e-01,4.178138092360680345e-01,3.937572741546672139e-01,4.344014886360471617e-01,1.887185720596220029e-01,3.654896741094484369e-01,-1.548709142513560177e-02,2.953552234723392789e-01,-2.193371773844829120e-01,2.240075670061029978e-01,-4.281626271139528650e-01,1.695358540582981854e-01,-6.379537149649873173e-01,1.181081957138097605e-01,-8.481225388768239837e-01,6.707357136011818377e-02,-1.000000000000000000e+00,-7.536775570092810531e-03,-8.521741761807579696e-01,-7.891814179489078929e-02,-6.421035467958295939e-01,-1.241686500938799925e-01,-4.325077161900905964e-01,-1.704318460363745125e-01,-2.244398641532590333e-01,-2.216944227806827983e-01,-2.330229241774732160e-02,-2.959749017829264583e-01,1.774262785231875417e-01,-3.716568559853677400e-01,3.794041816492304542e-01,-4.449592610982935903e-01,5.329173154817935520e-01,-4.200655452281707447e-01,5.208390777320652809e-01,-2.118079033176474557e-01,4.815440465373572732e-01,8.972705222203877784e-03
4.656124511935909038e-01,6.721089412387031004e-02,5.314494673942420366e-01,2.939928152484516111e-01,5.503919874905752740e-01,5.078674773530572617e-01,3.893273430129094437e-01,5.180974539285980729e-01,1.832087592337955650e-01,4.299962004876891619e-01,-2.123478186491542172e-02,3.392817810499137998e-01,-2.262258163327319216e-01,2.502268119835837634e-01,-4.408843770682639995e-01,1.878049153570050256e-01,-6.566283226807601014e-01,1.282788502245633122e-01,-8.728290441629472651e-01,6.875834739816660823e-02,-1.000000000000000000e+00,-1.948265943890949148e-02,-8.152193344260176833e-01,-1.000829985361937763e-01,-5.849341624050763411e-01,-1.562707115251456835e-01,-3.544053600784908831e-01,-2.105312762758101419e-01,-1.343335584838947216e-01,-2.870258316648502395e-01,7.823610728643258516e-02,-3.928862556109180004e-01,2.923398323109352992e-01,-4.962150539302657148e-01,4.961473802590606885e-01,-5.441050410113500435e-01,5.304649401232361949e-01,-3.723526412595276613e-01,4.810146795031622347e-01,-1.497130217158341714e-01
3.552257535369401920e-01,1.528489814732995888e-01,3.494026931559565119e-01,3.892239528505982427e-01,3.346213439221590313e-01,6.249211181481789668e-01,3.234743581924475753e-01,8.611558283827945859e-01,2.583982075315486848e-01,1.000000000000000000e+00,8.048784525455694727e-02,8.400482828850878159e-01,-9.777381160372221325e-02,6.477046183657302336e-01,-2.784470944827294736e-01,4.578575202514436060e-01,-4.600071618740689816e-01,2.687147954005925654e-01,-6.154176087760026004e-01,7.157654531868176684e-02,-5.401972006382910196e-01,-1.238320468547598613e-01,-3.882535111388858429e-01,-3.194577668313787755e-01,-2.316781453357205367e-01,-5.093990816878568584e-01,-5.827454674091665787e-02,-6.851630203431605670e-01,1.272094207080526618e-01,-8.490611505567303707e-01,3.073620518716836392e-01,-9.639060962435566093e-01,3.555306501434507549e-01,-7.924321608946868212e-01,3.547127050946356497e-01,-5.559959611902104415e-01,3.573716372179503442e-01,-3.198154274754438919e-01,3.558310671235241363e-01,-8.348652617465875114e-02
3.768200542637990536e-01,1.540304743057471504e-01,3.726842777995163503e-01,3.951663108448386641e-01,3.599448149311501588e-01,6.357225466424767379e-01,3.500945937480094416e-01,8.767602136208219044e-01,2.726877557596849022e-01,1.000000000000000000e+00,8.100404484796826232e-02,8.358461401647961919e-01,-1.081425800366261625e-01,6.445333692421548744e-01,-2.989101299387645905e-01,4.549894526804136863e-01,-4.898873723732527496e-01,2.655558147293487492e-01,-6.538490176067616177e-01,6.553312525128560107e-02,-5.814987832664022527e-01,-1.303418150950577670e-01,-4.146934852642553127e-01,-3.231197863224135602e-01,-2.444380845902798527e-01,-5.110200636949560060e-01,-6.159254980066979773e-02,-6.877790792386371255e-01,1.290525175961695359e-01,-8.567037180270100638e-01,3.171489891718626830e-01,-9.779018610158289881e-01,3.749818057551732031e-01,-8.102844999616745092e-01,3.752912030559784617e-01,-5.690454534645469353e-01,3.787050655425264201e-01,-3.281485538380061184e-01,3.771922587443148900e-01,-8.706445110644302210e-02
3.694138203426485800e-01,1.526581765731765405e-01,3.648337214136729290e-01,3.921270209058679290e-01,3.515621638656244996e-01,6.309908750975392611e-01,3.415735621936007993e-01,8.703699942533226208e-01,2.686581425880516516e-01,1.000000000000000000e+00,8.144722153620854999e-02,8.375547277021342385e-01,-1.041126206410201982e-01,6.457718685257178848e-01,-2.915899982411956914e-01,4.560515848287476359e-01,-4.794681314459481869e-01,2.666183273541746779e-01,-6.407894018583621953e-01,6.739419700312673789e-02,-5.680665241844299329e-01,-1.281430700968426151e-01,-4.059367315504641693e-01,-3.217065038851285586e-01,-2.400971755570417143e-01,-5.102114879370185374e-01,-6.043368630564743826e-02,-6.866916125282979122e-01,1.281785002234204773e-01,-8.542626055786409767e-01,3.134470879375012564e-01,-9.736933359274067001e-01,3.682750773835483105e-01,-8.049856460918094481e-01,3.681981535091730651e-01,-5.654283003808591168e-01,3.713771098370092227e-01,-3.261858943775773345e-01,3.698464652214855652e-01,-8.676898585120261520e-02
4.647503928013857477e-01,1.721808984984137675e-03,4.982335860736988864e-01,2.376976237153964888e-01,5.452198467472926247e-01,4.737928317387913868e-01,5.116509006001015436e-01,6.541908104309501759e-01,3.025367950575369447e-01,5.941371678750398955e-01,8.296136196709195942e-02,4.752573497213070097e-01,-1.344382701831508264e-01,3.532917715182695151e-01,-3.600261896554393104e-01,2.569954180414369405e-01,-5.964222758319798201e-01,1.796051514681287486e-01,-8.324973623785703047e-01,9.963571548548164070e-02,-1.000000000000000000e+00,-7.559599972484792527e-03,-8.364665564023037181e-01,-1.111053044041997451e-01,-5.998326497524339995e-01,-1.849165724580514869e-01,-3.630085089690238687e-01,-2.565833701373791409e-01,-1.392526504529028042e-01,-3.507831896899388235e-01,7.442512321739173931e-02,-4.773208583307085862e-01,2.897321466627100217e-01,-6.017414742630039504e-01,4.943519910875818213e-01,-6.619351944492219975e-01,5.303444703181598996e-01,-4.761452170380587878e-01,4.934703189910317200e-01,-2.369835347271840309e-01
