7.448398651156242778e-01,5.674689454023085222e-01,2.698015519382067628e-01,2.100434885361396331e-01,5.233726870214405746e-01
8.855402882173071255e-01,2.885908582747590545e-01,8.947623656799141845e-02,2.077505694732917352e-01,4.803913005564088845e-01
6.877611519162106779e-01,6.689477079727388364e-01,4.394328864991980943e-01,3.451137174507653005e-01,2.965908004073205539e-01
5.459546536186028476e-01,6.125722909649043979e-01,3.909540112357813291e-01,3.191720796640340474e-01,3.847547356636118465e-01
4.291285057074075704e-01,8.411469716486477122e-01,5.921483889308924997e-01,6.771957213189535585e-01,2.637759005777875476e-01
9.097252887442324187e-01,3.004360186198440363e-01,8.926198309864064040e-02,1.341327844961498483e-01,5.590238513167593570e-01
9.819594125818537078e-01,2.955378538264322730e-01,1.177264510791107277e-01,9.187784175216318072e-02,5.183015043854468651e-01
7.662882788278678747e-01,2.011753634230299959e-01,8.774974704097537881e-02,1.418956605049060959e-01,5.579108930108525044e-01
7.538138481082530262e-01,9.475961626158724282e-01,8.776118739292740889e-01,6.191237109781972947e-01,4.593635898214887270e-02
5.577863024430572692e-01,7.638901750830950910e-01,4.783241192876496184e-01,3.394044894437364679e-01,4.096875052743507162e-01
5.244024715669857173e-01,6.875220223769091810e-01,5.102140614106314143e-01,4.818242597337182853e-01,2.757399562299223117e-01
5.553416890601068356e-01,9.195589351858810545e-01,8.205029766257250223e-01,5.364266712593644959e-01,1.405973096592347815e-01
8.499576396280864587e-01,2.327959433150986746e-01,5.531834091547560561e-02,1.869946215458609950e-01,5.535926766696483980e-01
6.786434291390091023e-01,4.857044876835939773e-01,2.642469395073128169e-01,1.767970604121048561e-01,5.069801459377656361e-01
7.278560427231143271e-01,5.309479242382078024e-01,3.114780353218891129e-01,2.272584289151809989e-01,3.962338323572269783e-01
7.767528840174164895e-01,5.729061686587556546e-01,4.008120296613710831e-01,8.490884752521044021e-02,3.320677704827648125e-01
7.150802626194149303e-01,4.638542621735788352e-01,2.792907464127143413e-01,1.873726779886792926e-01,4.377384709727871748e-01
7.493980351407503182e-01,4.705339757867312844e-01,2.865146132311177096e-01,1.583830290344409031e-01,4.285037159558249265e-01
6.971721191703008635e-01,2.937605077364521255e-01,6.463315959170379266e-02,2.852585507555984168e-01,5.880380540881140483e-01
8.632108221656149549e-01,3.777340252855484470e-01,1.084118104281998063e-01,3.024664681615146788e-01,4.963102752789076977e-01
7.725132730087147515e-01,3.677909503845863126e-01,3.210054607332823995e-02,3.399457075179947441e-01,6.107569326064574700e-01
7.284530616744295806e-01,6.645950808507434804e-01,4.021674254145095606e-01,1.653486750997874566e-01,4.387562096687989133e-01
7.265019914033525872e-01,5.564216616280119876e-01,3.105639643302965380e-01,3.087252029843389756e-01,3.734181167614643027e-01
6.947082699282117746e-01,1.155718871818055549e-01,3.136485644965392172e-02,1.664975845055574055e-01,6.578478821020889988e-01
9.097228211084458227e-01,4.277834584350755920e-01,2.517217457781806278e-01,7.405410759815467259e-02,4.527895688816128139e-01
6.137820160320595075e-01,6.388761258536612697e-01,3.337498481343208478e-01,3.054074198201041090e-01,4.688096001620281061e-01
6.113975778623117474e-01,7.127740074005985971e-01,5.893274887658757066e-01,2.351707472590397474e-01,2.826802984016609788e-01
