7.879862580471442834e-01,5.063510230317472827e-01,9.256514138450099294e-01,8.784024427895011922e-01
5.769053019446169772e-01,2.687736259053985499e-01,9.131687061491037261e-01,5.461687177111440583e-02
7.904421955671809830e-01,9.929580266874304950e-01,1.786407707879061890e-01,4.046232231499120591e-01
4.997337663100404059e-02,8.902193018930099067e-01,2.236070673332790637e-01,3.604912007428781595e-01
3.680047537508575051e-01,1.327557673009994166e-01,1.805206319563753548e-01,2.476249639005612124e-03
9.311262010536076605e-01,1.001669882418894097e-01,9.222978116380715630e-01,5.909641045610973809e-01
3.226796276873161728e-01,3.031197522516535514e-01,2.755258126642775585e-01,1.435003087069286476e-03
7.631554868343194409e-01,9.281231323975294156e-01,1.769371403315325164e-01,7.757447968713582220e-01
5.620023829729545728e-01,4.205581852150399036e-01,8.215361289853591042e-01,6.959335542521649653e-03
9.254728219806005463e-01,3.363144933065226327e-01,1.172225946105182603e-01,9.282279720705315373e-01
4.593235126133120572e-01,9.808940190951382920e-01,2.869245074530570871e-01,1.582829538771846623e-01
5.711589356024210362e-01,1.995844137341922786e-01,9.319820371795284331e-01,8.559056307023693577e-02
9.086165671498076524e-01,5.265332497762365005e-02,9.716147453454502259e-01,7.583725776381672334e-01
7.557793509643854213e-01,9.553385062899628632e-01,1.660589751327693486e-01,8.051443948736316525e-01
5.921026276071880146e-01,9.426743359315306048e-01,2.261023476921554809e-01,9.157383531732029569e-01
9.258992373005183740e-01,9.984029283053891257e-02,9.201749809058306084e-01,5.727060054996604421e-01
4.447595955043503468e-01,1.364366516963305132e-01,1.999666606819144876e-02,2.087697406610928286e-01
5.627593505932967366e-01,1.784687779827203724e-01,9.373902593324583421e-01,9.347026149023773822e-02
3.798418002529837523e-01,8.961483159710751378e-01,1.469817329239615500e-01,7.884628981368796419e-01
9.519210086848968189e-01,9.566612563523333446e-01,2.966852401392677807e-01,2.549106178133642708e-01
3.492149566398577987e-01,1.969229780493080284e-01,2.337042708817252956e-01,0.000000000000000000e+00
6.628089808999304555e-01,1.052546376012125640e-01,0.000000000000000000e+00,8.233627676609986956e-01
5.772710459471391831e-01,2.671109391311873305e-01,9.144766872827829740e-01,5.521205820764446548e-02
5.834925002676552008e-01,9.099668451635591904e-01,2.587947170796229268e-01,9.777312842767782453e-01
5.566547382414451794e-01,1.936762637400260001e-01,9.068114876330901630e-01,9.478592491997972491e-02
9.219633030694047715e-01,1.005434288863471526e-01,9.166510691781484255e-01,5.617920279371886316e-01
3.524791717120887569e-01,7.213478546481089104e-01,6.172136542806383463e-01,1.804253175319478486e-01
9.839823607181075182e-01,9.272173025880631192e-02,9.590574373291238519e-01,7.731039807399304742e-01
7.557865520301880746e-01,9.505639496164245417e-01,1.719967926545647452e-01,8.371419946990033001e-01
7.557788272505089333e-01,9.515209703592996116e-01,1.708613289434892102e-01,8.312350033315387687e-01
7.844918707261674395e-01,2.930418083055941203e-02,9.491454968185639718e-01,4.665821235530228095e-01
8.671450493663922510e-01,3.945210981394919880e-02,9.703114810930171252e-01,7.131832010421601531e-01
7.833873394564463410e-01,6.400791100347800189e-01,8.458725934246074107e-01,7.154658534500002443e-01
5.710824593483937450e-01,2.463211773704400420e-01,8.870112579243186746e-01,7.151382323152621900e-02
6.480360692221132091e-03,1.509001603643059797e-01,9.515203963464844428e-01,5.501461018167356221e-01
7.612210935190633077e-01,9.274318247987347608e-01,1.928521318279323160e-01,9.159622356570298329e-01
7.557942581058002540e-01,9.617515014008344298e-01,1.574042340131095452e-01,7.564448400845376064e-01
4.002755165184219699e-01,3.745040631899826389e-02,5.111995320050910507e-03,8.404506625731342773e-01
8.935191679652900731e-01,4.560780312794998625e-02,9.736966295341062949e-01,7.458256371048933575e-01
3.599067063581932180e-01,5.449531144606600819e-02,2.631701931375535208e-02,2.771455742453825533e-01
3.637572191152272927e-01,2.191794356229163077e-01,9.723047481297482086e-01,7.527296614504407346e-01
7.869757708263988016e-01,4.951806055682067553e-01,9.315341007264231754e-01,8.875491359326305174e-01
2.499312251455720890e-03,1.571865581283070079e-01,9.463400898810084838e-01,5.326880609647444142e-01
7.105775501667392913e-01,6.949586327644251549e-01,8.135883513506487752e-01,6.172432680692304663e-01
1.760199346449972113e-01,1.684041081939763318e-01,2.059045116567684297e-01,1.000000000000000000e+00
7.715966883925627906e-01,2.843768064066337642e-02,9.453857744816256403e-01,4.538298669398205254e-01
3.616697330114139186e-01,5.341783758260243431e-02,2.511715846509743333e-02,2.836085886982192550e-01
6.517160382960535125e-01,3.254838159272605003e-01,9.619850148362641962e-01,8.618718415601676064e-01
4.452909827244000418e-01,7.088252150635265814e-02,6.276362473656982299e-03,3.587529269578893509e-01
6.101348585677008884e-01,3.421916921715033033e-01,9.566837421113087991e-01,8.255741218611660770e-01
6.039307569453628011e-02,9.457510818848923195e-01,1.987453229697096480e-01,3.093957977901126699e-01
3.955746420583990952e-01,3.812630406685019180e-02,9.565125962641030100e-02,5.512514291004383393e-02
7.021084982527034946e-01,6.796760363050831089e-01,7.666085821212202944e-01,5.714046885624165517e-01
8.889649146866354101e-01,4.406566804480238631e-02,9.736172454263229969e-01,7.403382645594864808e-01
7.527610569653310213e-01,0.000000000000000000e+00,1.000000000000000000e+00,8.042542368312548540e-01
7.702867864669641351e-01,1.000000000000000000e+00,1.564541336990957210e-01,4.819289803265840999e-01
6.822267857651875822e-01,3.162320075615382975e-01,4.268824362176459886e-02,2.381725231986965841e-01
1.203812083380935705e-01,9.777701564546720236e-02,1.559895710759236498e-01,9.665187927149927472e-01
1.000000000000000000e+00,6.539769884597301797e-02,9.917672357600617605e-01,8.721603675378376552e-01
0.000000000000000000e+00,1.694090013309313969e-01,9.578798896704749932e-01,5.365868168021745710e-01
2.954717378928761740e-01,5.203773511070794999e-01,7.835810582493687448e-01,3.514169799037807351e-01
9.156897719502887778e-01,1.103810908709053074e-01,8.901467127368807297e-01,5.629963371731967481e-01
6.032486944374180204e-01,8.675551239775080026e-01,1.908689676148634939e-01,9.457231658347096115e-01
9.220974860462048950e-01,1.003381394435111651e-01,9.171844447426227287e-01,5.617496157166533832e-01
2.327534099946237944e-04,1.692192860231633289e-01,9.012635655079297425e-01,4.635623497277286953e-01
8.664535974168037225e-01,3.933973947232000112e-02,9.701598718319661696e-01,7.121697307150491874e-01
9.761899471325807820e-02,7.159282035001912625e-02,1.001180792605321779e-01,9.417305948731298226e-01
5.844275773661935514e-01,9.507254080546601038e-01,2.146114897272515254e-01,8.796610419194861308e-01
1.524404655157979849e-01,1.372277126159398009e-01,1.882078437185509823e-01,9.891763112517225620e-01
9.041244113736588428e-01,1.125495756097479316e-01,8.760868605987301994e-01,5.285641319416678474e-01
7.456817733430687323e-02,4.231525354774029468e-02,8.119860167553660801e-02,8.923113029323652690e-01
4.384474311348049436e-01,7.499736406121135790e-01,5.156862499365646446e-01,1.246906416928758587e-01
3.665661023799279272e-01,1.431953334634244457e-01,1.886808699655195820e-01,1.806500041913738919e-04
3.983935507030222922e-01,4.378175221965102670e-02,1.021770815571850233e-01,7.445456469042555092e-02
2.380257311101829365e-01,2.965643885178931294e-02,3.151820048772552285e-02,2.117779363683520710e-01
5.707368362459680489e-01,3.422148398047424322e-01,8.570159075649174119e-01,3.033594789045124251e-02
7.563750006826984729e-01,9.710069075888982937e-01,1.404550077606077640e-01,6.494248311022179365e-01
5.742451253647573584e-01,9.648605784700332588e-01,1.018933996212377791e-01,7.119595835502732228e-01
1.474138597286256402e-02,1.419296885629696137e-01,9.603602666917966380e-01,5.828361249699158808e-01
3.811972652858426902e-01,9.628646577762889347e-02,9.298441860240280743e-01,9.139037391527171650e-02
9.241291592140311595e-01,2.952710781707567067e-01,8.429531784637372960e-02,8.527749751364992470e-01
1.601139212350788377e-02,1.408012209070474974e-01,9.613499754270559139e-01,5.873036822428188142e-01
9.509592829668722658e-02,6.710001095117978931e-02,1.341014021749104557e-01,9.350169510563941522e-01
7.328398976004701915e-01,9.957352826805728752e-01,1.279097428453358498e-01,5.842542403696274755e-01
2.521688487953496205e-01,4.570348938989048926e-01,8.659905268298044856e-01,4.252527234371314413e-01
9.322251023991556806e-01,1.107645628759210688e-01,9.042592868952026297e-01,6.224027219349315132e-01
7.986504192666254998e-01,9.931803688224610793e-01,1.843605078214421433e-01,3.906472304289235198e-01
9.600227501307976308e-01,9.562721329734109599e-01,2.898609500206957845e-01,2.899268515451333683e-01
4.589913611151574813e-01,2.719516694503515408e-02,1.004551857308788598e-02,6.127015818905834355e-01
2.635983804372816763e-01,5.366263982180824454e-01,7.906128242366605718e-01,2.997710865936917268e-01
9.804913962413952522e-01,9.242749739059308300e-02,9.572939928041802604e-01,7.672718742032631489e-01
6.080412281778715400e-01,9.895790636573714716e-01,2.749691035915103332e-01,2.313863909944172126e-01
1.293151685419738905e-01,1.093229368205639873e-01,1.596766333698339535e-01,9.746557951562768718e-01
5.338368578061460923e-01,6.541005301218705270e-03,9.534351490549528574e-01,2.810308520999501569e-01
5.916438542513259291e-01,9.414695090142206624e-01,2.252507331823195291e-01,9.088806332580390279e-01
2.322166032711020511e-02,1.251167526206685698e-01,9.494767490036759572e-01,5.946132845046494531e-01
3.063752737620769606e-01,9.772896253884950646e-01,1.279849787738671085e-01,4.288167572693774576e-01
3.896123279104257708e-01,5.968734693853411377e-02,1.174177263006574434e-01,5.017573166629235581e-02
4.040732276942591294e-01,3.351685293912676222e-02,1.651922063874400326e-02,4.322032210899359184e-01
3.800120166148975853e-01,2.063406312394083786e-01,9.736530067458426529e-01,7.816246071039327781e-01
4.067450569078721045e-01,4.152277978465435115e-02,6.704728887548971894e-03,8.557405495375701721e-01
9.989196530889354886e-01,9.436660863384704889e-02,9.662458305362395805e-01,8.082762406193721993e-01
8.406598286093966976e-01,2.141153281787326890e-01,8.900005563243625906e-01,2.227372412878673158e-01
2.221766715843400131e-01,3.319896315688636301e-02,4.158061285534803142e-02,1.704923336654471377e-01
6.821321618901342587e-01,1.203779441727714228e-01,6.912338568502818248e-03,8.694783776162808842e-01
8.440398031524134481e-01,4.028926885908651334e-02,9.607075094388641823e-01,7.037641175437081564e-01
9.835416180828526755e-01,9.253914488207143352e-02,9.590257572827391996e-01,7.722649039309326113e-01
2.663204207188092920e-01,5.214995923946570411e-01,8.038894064634587444e-01,3.278581413675064615e-01
6.871832138929021561e-01,6.833301916732460457e-01,7.495082985831325040e-01,5.464135449481721807e-01
4.874198946893692486e-01,6.955628369200446137e-01,6.783280850502529935e-01,2.629369978606999614e-01
1.019633509518169667e-02,1.566204678897313296e-01,9.721397576453034706e-01,5.830912255500867447e-01
3.929428956604095746e-01,4.221504023137512274e-02,1.002520922128204428e-01,4.819652687500136645e-02
4.881773252353701631e-01,3.495420760722894871e-02,1.053851629597163386e-02,6.980568994759285273e-01
1.371071706380266875e-02,1.425539682386872120e-01,9.589336610127318083e-01,5.785270144132069747e-01
4.353976114307885892e-01,3.368958126835031042e-02,1.642377906288794431e-03,7.745536519897331384e-01
