7.331072141136452114e-01,1.368706217970917238e-01
6.690348622983097737e-01,9.405321385987597260e-02
6.479969548433280879e-01,0.000000000000000000e+00
7.270661660073934884e-01,1.274524349601975914e-01
7.415585499471538666e-01,1.073937020794529795e-01
8.849592947984508129e-01,3.991252211098405556e-01
8.734108787654746298e-01,3.008526514326309020e-01
8.926397170788856750e-01,3.984313414211280713e-01
5.955541962472141737e-01,5.868158323712902025e-03
6.219809750722383734e-01,1.149885502920097169e-01
9.889432317200563816e-01,5.101005990584581706e-01
8.567075217731237036e-01,1.313616293712513428e-01
5.518260960270974236e-01,1.178913846254472375e-01
3.671670541433909585e-01,6.181074665558955461e-02
8.979756745438873811e-01,4.389571665863851724e-01
7.426705636005547229e-01,1.656628569740314916e-01
9.398962391565127694e-01,3.234890351167427069e-01
9.535140474094636609e-01,5.049387655884507442e-01
6.727533522659711052e-01,1.116172162979871263e-01
9.282475487774185519e-01,3.146509524498276034e-01
9.194542088330784901e-01,3.954363500738088399e-01
5.865552458884357723e-01,1.783537586196560221e-01
7.313797765662622963e-01,1.154273097306569851e-01
3.158568191937509706e-01,4.611120274123337026e-02
8.808066135820917797e-01,4.221609845972159047e-01
9.288702405232824866e-01,5.223081308502782738e-01
6.292397807941904064e-01,1.064349114561947141e-01
5.747966464827303223e-01,5.125393442833253710e-02
9.390323056787108769e-03,7.518672032700961516e-01
9.981326157066179317e-01,3.290677161615274127e-01
9.676808966730516826e-01,2.847311709257291379e-01
4.135801858648948670e-01,1.453673342255832057e-01
9.546732356488072391e-01,2.797705620386979342e-01
5.904510285819519755e-02,4.119822146609621316e-01
7.292891307673909917e-02,3.330948304953149641e-01
8.214967133124515541e-01,2.653821841816480509e-01
9.295554406130517311e-01,3.096424856766944456e-01
3.688813725175710267e-03,7.349460211048983727e-01
9.692133689552415721e-01,3.426717500532903138e-01
7.990802890645398726e-02,3.864618314518166176e-01
2.488575794910433125e-01,1.899352545876759057e-01
0.000000000000000000e+00,8.262201612226267589e-01
9.331878062475617019e-01,3.417043800152642086e-01
9.096682115414294056e-01,3.226094141285275052e-01
9.070006662310374779e-01,3.320517464451499534e-01
8.825922357566567955e-01,3.000985411836007422e-01
9.113973270386497294e-01,3.300420313487916757e-01
8.821327978197376352e-01,2.998534254019991629e-01
5.504401004014310983e-01,1.261883215222310561e-01
4.101131737411324307e-01,2.700165305214446976e-02
6.292397807941904064e-01,1.064349114561947141e-01
9.324989796986453694e-01,2.634792225350753858e-01
7.969724466416986397e-01,9.157594254442050219e-02
9.229744350371880124e-01,5.348959888698613385e-01
2.014171913825373306e-01,4.983530638870582452e-01
9.202816138470549800e-01,1.973034475272545385e-01
9.491903520612463563e-01,5.685649757205634147e-01
5.005565181195267277e-01,1.057284762183204330e-01
8.283479688061399226e-01,4.360795546651293209e-01
9.867567525811444806e-01,3.339875617740878933e-01
1.000000000000000000e+00,3.420150707625561060e-01
9.939184813739500024e-01,3.523421799737281868e-01
8.589513014152392323e-01,6.386345557380941340e-01
2.898260185010742562e-01,1.771347052389382615e-01
9.680737920508036831e-01,3.280001954357216754e-01
9.503100088183328298e-01,5.490621954592210807e-01
9.996911781436286226e-01,5.064130309775054517e-01
4.645773078434514702e-01,5.723939420284873680e-02
8.528461136366861650e-01,3.528894603923524165e-01
9.390124707489795330e-01,3.758531793361979956e-01
9.598571977143628420e-01,5.524224463343929692e-01
9.274802649954456690e-01,4.382550625469623373e-01
8.490081846647831165e-01,5.754789857447062396e-01
9.085365078424622043e-01,5.685186591816339119e-01
7.496020481720157003e-01,6.059632780756418757e-01
7.658662094163160017e-01,6.961941005608426325e-01
8.966898129195943756e-01,3.295278477015712304e-01
9.481959133397116490e-01,5.499425431577609213e-01
7.677165730634527563e-01,2.133024530371790684e-01
8.703116093231105799e-01,4.282564722807921109e-01
9.069792505702636287e-01,2.953254437683850431e-01
9.907635854326973801e-01,3.311449887143119164e-01
9.625251258784527364e-01,5.374924922692184692e-01
6.236166036925905320e-02,9.592531073004220143e-01
9.344540741115249238e-01,4.992388836818361098e-01
6.635816561208753850e-01,5.046901887294529265e-01
7.408083122896298445e-01,1.167610111148032481e-01
6.688412387060996833e-01,1.100924105283593579e-01
6.900703530882520420e-01,1.033487911844785945e-01
7.489043567696430648e-01,1.268296994253460541e-01
4.427683117484542130e-01,1.224007038930566005e-01
8.742249640679333744e-01,3.877794039021116301e-01
7.807285687065310675e-01,1.420076824259987880e-01
7.775693815782488416e-01,9.789541841570637004e-02
5.437451268219934963e-01,1.499161787332343176e-01
7.505357590323405992e-01,1.671202374965637671e-01
4.853040666262587455e-01,2.346487193669410387e-01
9.186012081350865000e-01,2.465790750266316500e-01
4.608014855088610195e-01,2.962205499707596945e-01
3.336942856116408840e-01,8.526831313380031641e-02
2.308545970659575675e-01,1.547533539309720041e-01
9.083965478889883816e-01,3.048768175123037216e-01
1.998865530108988597e-01,3.463279084867054713e-01
4.643237955442847120e-02,1.000000000000000222e+00
9.648508959219086467e-01,5.585327459218771828e-01
9.203574813169275171e-01,4.990026957699208454e-01
9.798653707602628105e-01,5.239616412021295133e-01
6.953515168511257283e-01,1.205295062911083959e-01
9.335293466809770901e-01,3.552986325002381318e-01
9.521226276042528136e-01,4.307650460343699916e-01
7.570453398865826244e-01,8.409085102396540723e-02
9.531136014424810288e-01,3.744903110403380864e-01
9.207529985816602647e-01,4.608887727232586773e-01
9.886028579043532050e-01,3.318617997582909429e-01
9.942799939859781055e-01,3.479829117429709129e-01
