8.852855610512007090e-01,5.897187567549404541e-01,4.707745555933565140e-01,3.559134923229246850e-01,1.788301212082848424e-01
4.171281104782965099e-01,1.623816494126473220e-02,5.388850862664091856e-01,6.193493000634677781e-01,5.911772212183670216e-01
4.168415433897664224e-01,1.157700589459775831e-02,5.419960942771258061e-01,6.155820583256343959e-01,5.546561957600453230e-01
5.721689727757459654e-01,1.951313884678273214e-01,7.345857351557834036e-01,5.504837505426016797e-01,4.875855151805860710e-01
8.523591658224312084e-01,5.876986847687087900e-01,1.708434238608513844e-02,9.661022438084578834e-01,0.000000000000000000e+00
8.676554064245842746e-01,5.719987036701530414e-01,5.002017020860346497e-01,3.635648416580777864e-01,4.156987975533996682e-01
1.459565160547818818e-01,4.878889258242235516e-01,5.759744313863859322e-01,2.410616470035798764e-01,4.260661570608647586e-01
1.610149848265056693e-01,4.253641647519056934e-01,5.788754785904357547e-01,2.228249429960054984e-01,4.009169686346815142e-01
1.560700969769171498e-01,4.467088747176836128e-01,5.793552908275679814e-01,2.306935220693364652e-01,4.086826415239615540e-01
7.845397309470142355e-01,4.955917346547623614e-01,7.686550364671476121e-01,2.773186109046704151e-01,5.406440478941967331e-01
7.059322493737042459e-01,3.768676509208119807e-01,8.587558969415562959e-01,4.012520331185209788e-01,2.588527732416342486e-01
8.035324426196182035e-01,5.210618286066949212e-01,7.448986108732428280e-01,2.478619772656581177e-01,5.546470353034285150e-01
5.684495686260675473e-01,1.883422032538926705e-01,7.357700759694648651e-01,5.522384638098446485e-01,4.634957346949225565e-01
3.241707085490577178e-01,4.040599666720169902e-01,1.000000000000000000e+00,8.129953422953588582e-01,2.328846385188175772e-01
8.160116057281627810e-01,4.859009041268383400e-01,5.400312621969665106e-01,4.251893142925335378e-01,3.249784376172974443e-01
7.887243737267350951e-01,5.125428920695900281e-01,7.659071529233585363e-01,2.737386670407844225e-01,6.988678304732347524e-01
7.549494774841476463e-01,4.675544169009698825e-01,8.047765832701252453e-01,3.282569230710817854e-01,6.652579527003542603e-01
7.098716354591879663e-01,3.833694873710310480e-01,8.545555320004756261e-01,3.951220336392733956e-01,2.816992587056407205e-01
1.348538076118688256e-01,5.194712604590786542e-01,5.939175441358274243e-01,2.803489601968561229e-01,4.183403093868870437e-01
3.013567593043640080e-01,1.695008307298798700e-01,5.398130907796301337e-01,5.236467732913819839e-01,6.451109243783510472e-01
5.042332506860486285e-02,8.017187343680098888e-01,6.109384990603436982e-01,5.238020067039735883e-01,5.900018107805495848e-01
7.772815116361688759e-01,5.037342781286232585e-01,7.809769066591595310e-01,2.951086770538698945e-01,7.765149097429900893e-01
3.930906136477283486e-01,3.457874666405319486e-02,5.387522528689844270e-01,6.193389324916099836e-01,6.841849791228078459e-01
1.444065103864017319e-02,9.375642909153193427e-01,6.071916129826827602e-01,6.717890721307246960e-01,7.171149067102725594e-01
1.454845507089014278e-02,9.346907729582000224e-01,6.087152059117107994e-01,6.722810617179552084e-01,7.159946692300418469e-01
8.822502542255006297e-01,6.111135412783521570e-01,5.361091117344048973e-01,2.871212665288671584e-01,6.258757417831891656e-01
8.528446752034049005e-01,5.972880508491588136e-01,0.000000000000000000e+00,1.000000000000000000e+00,2.239020527538650440e-01
7.790247470693262288e-01,5.067265269224716651e-01,7.792990357177272953e-01,2.926925094041550879e-01,7.875045271038667583e-01
6.971378305573062706e-01,3.812805322253220441e-01,8.691986114851488754e-01,4.203987016685596378e-01,4.538524614301768789e-01
8.768866536730073324e-01,5.977870156609169650e-01,5.253682623503321825e-01,3.141819830391941459e-01,5.693479497522392352e-01
1.542477791979524060e-03,9.904231535286017740e-01,6.049301528302972741e-01,7.361600792189608722e-01,7.750490416850925879e-01
2.226018839661617066e-01,2.238303127357471334e-01,3.099668629364419892e-01,3.406800262062742446e-02,6.200723189866285123e-01
5.004275734891089344e-02,8.054955081259460581e-01,6.082319423831342720e-01,5.215322141727448679e-01,5.906841703802749866e-01
8.806765257225218635e-02,6.705487316661795649e-01,6.169012660571396856e-01,4.148081692844324264e-01,4.929377917063467729e-01
8.502235135725788595e-02,6.831678631242092958e-01,6.079595200853831205e-01,4.088313229997449505e-01,5.000657715474443599e-01
3.746166469589343739e-01,6.740739232648906842e-02,5.388079642543532888e-01,6.021705619897304018e-01,6.996131904278972691e-01
1.643229465953544022e-01,3.287948376756366642e-01,3.394960040862969874e-01,0.000000000000000000e+00,5.667012396816392128e-01
1.000000000000000000e+00,8.193870408360540702e-01,4.544383115054841382e-01,3.950330493556231115e-02,1.788360285244300907e-01
1.665440114493988988e-01,3.485003595848025770e-01,3.355095406991526752e-01,2.918487448466844381e-03,6.216353405504719820e-01
6.258951546233521013e-02,7.625801175327630022e-01,6.058119071639974651e-01,4.738127962351366129e-01,5.543714903997538634e-01
